Daily	Met File BIOCON 1982 - mid2005

&ENVIRON				
CA = 360
/				

&LATLONG				
LATHEM	=	'N'		
LAT	=	45	0	0
LONHEM	=	'W'		
LONG	=	93	0	0
tzlong = 120
/				


&FORMAT				
DAYORHR	=	0		
4305	-5	3	1.02	4.664435146	1.933333333
4306	1	6	4.06	5.146443515	1.9
4307	-3	5	0	4.49874477	1.866666667
4308	-3	0	0.76	1.212552301	1.833333333
4309	-1	2	6.6	2.575732218	1.8
4310	-2	2	0	9.183263598	1.766666667
4311	-6	2	0	7.99832636	1.733333333
4312	-7	6	0	6.974058577	1.7
4313	2	5	0.51	1.687029289	1.666666667
4314	-2	4	0	4.159832636	1.633333333
4315	-5	5	0	4.820083682	1.6
4316	0	5	0	1.882845188	1.566666667
4317	3	9	0.03	3.763179916	1.533333333
4318	-3	4	0.76	2.942259414	1.5
4319	-5	2	0	10.8125523	1.466666667
4320	-8	2	0	9.893723849	1.433333333
4321	-5	7	0	11.21422594	1.4
4322	-5	7	0	10.80251046	1.366666667
4323	-5	1	0	7.385774059	1.333333333
4324	-4	2	0.03	2.962343096	1.3
4325	-5	6	0	8.949790795	1.266666667
4326	-4	17	0	10.18242678	1.233333333
4327	-1	11	0	4.973221757	1.2
4328	0	11	3.3	3.946443515	1.166666667
4329	-1	6	0	2.071129707	1.133333333
4330	-3	4	0	5.764016736	1.1
4331	-6	6	0	7.127196653	1.066666667
4332	-9	3	0	3.228451883	1.033333333
4333	-9	0	0	5.083682008	1
4334	-10	-3	0	6.165690377	0.966666667
4335	-9	1	0	5.633472803	0.933333333
4336	-7	2	0	7.965690377	0.9
4337	-3	7	0	5.452719665	0.866666667
4338	-4	9	0	8.482845188	0.833333333
4339	-5	7	0.03	5.769037657	0.8
4340	-4	4	1.78	3.409205021	0.766666667
4341	-4	1	0	3.635146444	0.733333333
4342	-2	5	0	6.509623431	0.7
4343	-7	-2	0	4.061924686	0.666666667
4344	-12	-5	0	3.830962343	0.633333333
4345	-12	-2	0	7.882845188	0.6
4346	-10	-2	0	4.963179916	0.566666667
4347	-9	7	0	6.790794979	0.533333333
4348	-5	8	0	5.410041841	0.5
4349	-11	-5	0	7.370711297	0.466666667
4350	-9	2	0	5.59832636	0.433333333
4351	-15	-4	0	7.629288703	0.4
4352	-18	-6	0	7.087029289	0.366666667
4353	-14	-7	0	3.720502092	0.333333333
4354	-17	-5	0	7.488702929	0.3
4355	-15	0	0	6.436820084	0.266666667
4356	-7	1	0	5.663598326	0.233333333
4357	-16	-6	0	7.305439331	0.2
4358	-14	3	0	6.261087866	0.166666667
4359	-6	6	0	6.389121339	0.133333333
4360	-3	3	0	0.926359833	0.1
4361	-3	3	0	4.40334728	0.066666667
4362	-9	4	0	6.916317992	0.033333333
4363	-4	8	0	6.542259414	0
4364	-4	6	0	2.939748954	0
4365	-7	0	0.03	1.393305439	0
4366	-4	3	3.05	1.410878661	0
4367	0	6	2.54	0.763179916	0
4368	-1	4	0.25	0.991631799	0
4369	-4	-1	0	2.922175732	0
4370	-7	-3	0	3.376569038	0
4371	-8	-3	0	2.952301255	0
4372	-11	-4	0	6.730543933	0
4373	-11	-6	0	1.137238494	0
4374	-13	-5	0	6.728033473	0
4375	-9	1	0	7.887866109	0
4376	-7	1	0	5.69874477	0
4377	-4	4	0.03	5.528033473	0
4378	-6	4	0	5.179079498	0
4379	-3	3	0	5.138912134	0
4380	-12	-3	0	7.227615063	0
4381	-18	-8	0	4.875313808	0
4382	-22	-8	0	7.870292887	0
4383	-20	-3	0	6.866108787	0
4384	-11	0	0.51	6.188284519	0
4385	-8	2	0	5.226778243	0
4386	-17	-1	0	5.932217573	0
4387	-18	-3	0	6.838493724	0
4388	-5	9	0	6.675313808	0
4389	1	9	0	7.059414226	0
4390	-2	3	0	2.387447699	0
4391	-4	6	0	7.584100418	0
4392	-6	4	0	7.925523013	0
4393	-8	1	1.02	2.234309623	0
4394	-4	-2	1.52	2.046025105	0
4395	-7	-3	0.03	4.189958159	0
4396	-17	-7	0.03	5.430125523	0
4397	-18	-7	0	8.590794979	0
4398	-24	-12	0	8.836820084	0
4399	-14	-1	0.25	7.654393305	0
4400	-10	-2	0	4.917991632	0
4401	-13	-1	0	6.994142259	0
4402	-9	8	0	7.594142259	0
4403	-9	0	0	3.057740586	0
4404	-16	-1	0	9.351464435	0
4405	-3	9	0	9.165690377	0
4406	-4	10	0	8.882008368	0
4407	-4	1	0	4.240167364	0
4408	-11	-4	0	1.968200837	0
4409	-12	-7	0	2.086192469	0
4410	-15	-6	0	6.768200837	0
4411	-11	-4	1.27	3.627615063	0
4412	-13	-2	0	11.71380753	0
4413	-12	-2	0.25	7.639330544	0
4414	-16	-6	0	9.411715481	0
4415	-23	-5	0	11.95230126	0
4416	-14	0	0	10.68451883	0
4417	2	8	0	11.29707113	0
4418	-5	7	0	10.89539749	0
4419	-6	10	0	10.92803347	0
4420	0	3	1.52	1.925523013	0
4421	-10	0	0	12.16820084	0
4422	-10	6	0	7.212552301	0
4423	-10	1	0	12.08284519	0
4424	-12	6	0	12.21589958	0
4425	-1	8	0	9.492050209	0
4426	-2	6	0	9.780753138	0
4427	-3	5	0	6.39916318	0
4428	-10	6	0	13.20251046	0
4429	1	11	0.51	8.312133891	0
4430	0	4	8.89	0.858577406	0
4431	-3	1	3.3	4.862761506	0
4432	-12	1	0	14.3874477	0
4433	-15	3	0	10.65188285	0
4434	1	10	0.03	10.16485356	0
4435	-6	2	2.54	1.69958159	0
4436	-11	-5	0	10.34560669	0
4437	-13	-7	0	9.012552301	0
4438	-19	-7	0	15.47196653	0
4439	-12	-7	0	14.33472803	0
4440	-21	-11	0	12.13054393	0
4441	-14	-8	0	14.3874477	0
4442	-22	-9	0.03	17.18912134	0
4443	-20	-7	0	7.310460251	0
4444	-13	-4	1.78	4.917991632	0
4445	-9	-6	0.25	11.54811715	0
4446	-13	-5	6.6	5.841841004	0
4447	-7	-1	5.08	6.291213389	0
4448	-12	-1	5.84	8.994979079	0
4449	-18	-7	0.03	15.11297071	0
4450	-12	-1	0	14.91213389	0
4451	-11	4	0	16.45606695	0
4452	-1	6	0.03	12.7707113	0
4453	-4	1	14.48	2.470292887	0
4454	-6	-1	2.03	18.16820084	0
4455	-17	3	0	20.71631799	0
4456	-4	3	0.25	11.88451883	0
4457	-4	6	0.76	14.81924686	0
4458	-1	4	0.76	7.651882845	0
4459	-9	2	0.51	15.18577406	0
4460	-17	-6	0	18.76066946	0
4461	-14	-6	0	21.15313808	0
4462	-11	1	0	18.28368201	0
4463	-10	-2	0	21.46443515	0
4464	-16	-2	0	21.88368201	0
4465	-14	2	0	21.57991632	0
4466	-7	9	0	20.77656904	0
4467	3	9	1.02	18.67531381	0
4468	-2	8	0	19.91046025	0
4469	-7	6	0.03	14.59079498	0
4470	-5	2	0	8.5958159	0
4471	-10	-2	3.56	5.756485356	0
4472	-3	0	10.16	11.67615063	0
4473	-7	-1	0	12.85857741	0
4474	-5	1	0	16.52384937	0
4475	-11	3	0	22.11715481	0
4476	-7	7	0	20.84937238	0
4477	6	15	0	8.769037657	0
4478	3	14	0	12.92384937	0
4479	-3	11	2.29	23.50543933	0
4480	4	11	30.48	6.943933054	0
4481	3	6	25.15	3.394142259	0
4482	4	17	0	19.96820084	0
4483	4	20	1.27	18.65020921	0
4484	9	24	1.02	19.09205021	0
4485	9	31	0	20.29456067	0
4486	20	31	0.51	15.32887029	0
4487	9	28	1.78	24.12803347	0.066666667
4488	8	28	11.18	22.72468619	0.133333333
4489	2	22	0	18.29372385	0.2
4490	-1	10	0	25.22259414	0.266666667
4491	-1	9	5.84	6.30125523	0.333333333
4492	-2	5	1.02	13.09456067	0.4
4493	1	19	0	23.98493724	0.466666667
4494	5	18	0	14.58577406	0.533333333
4495	-2	6	0	25.70711297	0.6
4496	-4	10	1.27	23.10125523	0.666666667
4497	0	9	15.24	4.325523013	0.733333333
4498	1	5	3.81	8.354811715	0.8
4499	4	16	1.27	22.05439331	0.866666667
4500	-2	17	0	18.79330544	0.933333333
4501	-1	14	0	15.71799163	1
4502	-2	10	0	23.53054393	1.066666667
4503	-4	18	0	28.31297071	1.133333333
4504	0	15	0	16.29790795	1.2
4505	-2	23	10.92	20.13138075	1.266666667
4506	5	12	0	7.360669456	1.333333333
4507	1	10	3.81	10.76736402	1.4
4508	4	8	15.24	5.194142259	1.466666667
4509	3	9	0	9.672803347	1.533333333
4510	1	17	0	25.49372385	1.6
4511	4	12	2.54	5.066108787	1.666666667
4512	5	10	0	8.540585774	1.733333333
4513	1	18	1.27	19.03933054	1.8
4514	6	18	0	27.09288703	1.866666667
4515	10	25	0	17.97238494	1.933333333
4516	7	15	0	25.45104603	2
4517	0	14	0	28.66443515	2.066666667
4518	0	14	0	27.29121339	2.133333333
4519	-1	14	0	28.78995816	2.2
4520	-3	17	0	29.44769874	2.266666667
4521	0	20	0	29.83179916	2.333333333
4522	9	24	0	17.08619247	2.4
4523	8	19	0	21.47698745	2.466666667
4524	4	15	0	26.44016736	2.533333333
4525	7	18	0.25	17.85188285	2.6
4526	6	20	10.67	14.33723849	2.666666667
4527	7	27	0	25.63933054	2.733333333
4528	12	24	0.76	12.27364017	2.8
4529	10	30	0.03	28.16987448	2.866666667
4530	13	32	0	27.52970711	2.933333333
4531	14	30	0	27.34393305	3
4532	14	28	0	28.91548117	3
4533	8	21	5.08	14.13640167	3
4534	8	13	0.03	4.132217573	3
4535	6	14	2.54	5.641004184	3
4536	4	24	0	23.29958159	3
4537	10	26	7.62	27.8083682	3
4538	15	26	2.54	19.27029289	3
4539	14	24	0	9.49707113	3
4540	19	29	0	21.8209205	3
4541	18	28	13.97	13.87531381	3
4542	16	24	0	19.60669456	3
4543	13	22	1.27	22.03179916	3
4544	11	21	1.02	19.7874477	3
4545	10	25	0	22.22008368	3
4546	10	23	0.76	27.65271967	3
4547	8	25	0.76	24.5623431	3
4548	14	25	0.03	19.641841	3
4549	14	27	0	22.15732218	3
4550	20	26	26.42	9.444351464	3
4551	15	26	1.02	27.68284519	3
4552	15	20	33.02	3.391631799	3
4553	19	32	0	24.03012552	3
4554	19	28	12.7	18.46443515	3
4555	17	25	11.68	6.778242678	3
4556	19	31	7.11	22.75230126	3
4557	17	28	0	28.82259414	3
4558	15	30	0	25.47112971	3
4559	17	30	0	25.03430962	3
4560	21	33	0	27.93389121	3
4561	25	36	0	28.63682008	3
4562	23	33	0	27.86610879	3
4563	23	30	0	20.43012552	3
4564	15	30	2.29	24.92887029	3
4565	12	29	0	30.01757322	3
4566	17	28	0	25.71213389	3
4567	21	35	20.83	26.23179916	3
4568	20	31	16	19.58158996	3
4569	20	29	1.02	16.88033473	3
4570	17	31	0	26.52301255	3
4571	15	22	65.02	6.439330544	3
4572	14	25	0	25.05941423	3
4573	11	27	1.78	28.62677824	3
4574	12	28	0	21.88870293	3
4575	13	29	0	26.43514644	3
4576	16	29	0	27.47949791	3
4577	18	32	0	27.56485356	3
4578	20	34	0	27.25857741	3
4579	20	26	0	13.04686192	3
4580	16	26	0	15.65523013	3
4581	19	29	3.56	15.13807531	3
4582	21	32	22.86	21.18577406	3
4583	15	25	0	23.68619247	3
4584	9	23	0.03	26.50543933	3
4585	14	22	3.81	10.97322176	3
4586	16	27	19.05	11.48284519	3
4587	17	31	0	25.24016736	3
4588	17	28	17.78	15.83096234	3
4589	19	31	8.89	24.63012552	3
4590	17	28	0	24.30125523	3
4591	18	33	0	24.11548117	3
4592	21	32	2.54	19.12719665	3
4593	15	26	0	22.45606695	3
4594	11	25	0	28.03430962	3
4595	13	20	22.35	7.915481172	3
4596	18	25	1.27	10.27280335	3
4597	16	26	0	21.59246862	3
4598	13	22	0	19.72970711	3
4599	15	26	0	22.08953975	3
4600	17	28	0.03	23.42008368	3
4601	17	29	0.51	21.09539749	3
4602	19	26	1.78	22.73221757	3
4603	16	32	0.03	25.20753138	3
4604	16	24	4.83	13.07949791	3
4605	12	24	10.16	18.04518828	3
4606	11	28	37.08	25.16485356	3
4607	16	25	0	15.66276151	3
4608	11	26	0	20.558159	3
4609	10	21	0	19.36569038	2.983333333
4610	6	22	0	26.01589958	2.966666667
4611	8	24	0	25.20502092	2.95
4612	10	25	10.16	23.68619247	2.933333333
4613	17	26	37.08	7.041841004	2.916666667
4614	16	24	0	7.707112971	2.9
4615	15	25	0	8.19916318	2.883333333
4616	14	28	0	20.70376569	2.866666667
4617	13	28	0	22.52635983	2.85
4618	12	28	0	22.53640167	2.833333333
4619	15	27	0	20.02594142	2.816666667
4620	15	28	1.27	15.41924686	2.8
4621	18	25	0	13.00167364	2.783333333
4622	16	26	0	18.71046025	2.766666667
4623	18	28	0	20.51297071	2.75
4624	18	30	33.02	17.96485356	2.733333333
4625	14	27	0	16.57154812	2.716666667
4626	10	27	0	23.01338912	2.7
4627	11	29	0.03	22.01924686	2.683333333
4628	17	27	1.27	15.70543933	2.666666667
4629	17	29	30.48	17.91966527	2.65
4630	21	33	0	20.21171548	2.633333333
4631	19	32	0	20.34476987	2.616666667
4632	21	30	0	20.73389121	2.6
4633	12	23	30.23	20.68870293	2.583333333
4634	9	25	0.03	17.7539749	2.566666667
4635	11	27	0.03	19.09707113	2.55
4636	14	20	0.03	6.853556485	2.533333333
4637	9	21	10.67	8.151464435	2.516666667
4638	4	20	0	20.92468619	2.5
4639	10	27	0	19.98577406	2.483333333
4640	10	26	0.03	19.10460251	2.466666667
4641	16	25	0.03	12.16066946	2.45
4642	13	22	0	10.29790795	2.433333333
4643	11	22	1.02	10.25020921	2.416666667
4644	7	17	0	13.17740586	2.4
4645	2	14	0	16.9832636	2.383333333
4646	1	13	2.03	9.717991632	2.366666667
4647	-1	16	0.25	15.58242678	2.35
4648	6	12	18.29	1.724686192	2.333333333
4649	2	14	3.56	10.09456067	2.316666667
4650	-1	20	0	17.74644351	2.3
4651	5	12	3.81	3.589958159	2.283333333
4652	9	15	0.03	3.369037657	2.266666667
4653	11	28	0.25	12.05271967	2.25
4654	9	23	1.78	15.96401674	2.233333333
4655	2	9	0	5.327196653	2.216666667
4656	1	11	1.27	3.881171548	2.2
4657	4	11	52.07	2.756485356	2.183333333
4658	2	13	6.86	9.825941423	2.166666667
4659	1	7	3.56	2.89707113	2.15
4660	-2	7	0	4.674476987	2.133333333
4661	1	17	1.78	12.80334728	2.116666667
4662	-2	13	4.83	15.74309623	2.1
4663	6	16	4.57	11.82426778	2.083333333
4664	11	24	0	11.841841	2.066666667
4665	1	19	7.62	9.672803347	2.05
4666	-2	11	0	15.28117155	2.033333333
4667	-2	17	0	13.41589958	2.016666667
4668	-5	8	0	11.61589958	2
4669	-8	5	0	7.960669456	1.966666667
4670	-5	3	1.02	4.664435146	1.933333333
4671	1	6	4.06	5.146443515	1.9
4672	-3	5	0	4.49874477	1.866666667
4673	-3	0	0.76	1.212552301	1.833333333
4674	-1	2	6.6	2.575732218	1.8
4675	-2	2	0	9.183263598	1.766666667
4676	-6	2	0	7.99832636	1.733333333
4677	-7	6	0	6.974058577	1.7
4678	2	5	0.51	1.687029289	1.666666667
4679	-2	4	0	4.159832636	1.633333333
4680	-5	5	0	4.820083682	1.6
4681	0	5	0	1.882845188	1.566666667
4682	3	9	0.03	3.763179916	1.533333333
4683	-3	4	0.76	2.942259414	1.5
4684	-5	2	0	10.8125523	1.466666667
4685	-8	2	0	9.893723849	1.433333333
4686	-5	7	0	11.21422594	1.4
4687	-5	7	0	10.80251046	1.366666667
4688	-5	1	0	7.385774059	1.333333333
4689	-4	2	0.03	2.962343096	1.3
4690	-5	6	0	8.949790795	1.266666667
4691	-4	17	0	10.18242678	1.233333333
4692	-1	11	0	4.973221757	1.2
4693	0	11	3.3	3.946443515	1.166666667
4694	-1	6	0	2.071129707	1.133333333
4695	-3	4	0	5.764016736	1.1
4696	-6	6	0	7.127196653	1.066666667
4697	-9	3	0	3.228451883	1.033333333
4698	-9	0	0	5.083682008	1
4699	-10	-3	0	6.165690377	0.966666667
4700	-9	1	0	5.633472803	0.933333333
4701	-7	2	0	7.965690377	0.9
4702	-3	7	0	5.452719665	0.866666667
4703	-4	9	0	8.482845188	0.833333333
4704	-5	7	0.03	5.769037657	0.8
4705	-4	4	1.78	3.409205021	0.766666667
4706	-4	1	0	3.635146444	0.733333333
4707	-2	5	0	6.509623431	0.7
4708	-7	-2	0	4.061924686	0.666666667
4709	-12	-5	0	3.830962343	0.633333333
4710	-12	-2	0	7.882845188	0.6
4711	-10	-2	0	4.963179916	0.566666667
4712	-9	7	0	6.790794979	0.533333333
4713	-5	8	0	5.410041841	0.5
4714	-11	-5	0	7.370711297	0.466666667
4715	-9	2	0	5.59832636	0.433333333
4716	-15	-4	0	7.629288703	0.4
4717	-18	-6	0	7.087029289	0.366666667
4718	-14	-7	0	3.720502092	0.333333333
4719	-17	-5	0	7.488702929	0.3
4720	-15	0	0	6.436820084	0.266666667
4721	-7	1	0	5.663598326	0.233333333
4722	-16	-6	0	7.305439331	0.2
4723	-14	3	0	6.261087866	0.166666667
4724	-6	6	0	6.389121339	0.133333333
4725	-3	3	0	0.926359833	0.1
4726	-3	3	0	4.40334728	0.066666667
4727	-9	4	0	6.916317992	0.033333333
4728	-4	8	0	6.542259414	0
4729	-4	6	0	2.939748954	0
4730	-7	0	0.03	1.393305439	0
4731	-4	3	3.05	1.410878661	0
4732	0	6	2.54	0.763179916	0
4733	-1	4	0.25	0.991631799	0
4734	-4	-1	0	2.922175732	0
4735	-7	-3	0	3.376569038	0
4736	-8	-3	0	2.952301255	0
4737	-11	-4	0	6.730543933	0
4738	-11	-6	0	1.137238494	0
4739	-13	-5	0	6.728033473	0
4740	-9	1	0	7.887866109	0
4741	-7	1	0	5.69874477	0
4742	-4	4	0.03	5.528033473	0
4743	-6	4	0	5.179079498	0
4744	-3	3	0	5.138912134	0
4745	-12	-3	0	7.227615063	0
4746	-18	-8	0	4.875313808	0
4747	-22	-8	0	7.870292887	0
4748	-20	-3	0	6.866108787	0
4749	-11	0	0.51	6.188284519	0
4750	-8	2	0	5.226778243	0
4751	-17	-1	0	5.932217573	0
4752	-18	-3	0	6.838493724	0
4753	-5	9	0	6.675313808	0
4754	1	9	0	7.059414226	0
4755	-2	3	0	2.387447699	0
4756	-4	6	0	7.584100418	0
4757	-6	4	0	7.925523013	0
4758	-8	1	1.02	2.234309623	0
4759	-4	-2	1.52	2.046025105	0
4760	-7	-3	0.03	4.189958159	0
4761	-17	-7	0.03	5.430125523	0
4762	-18	-7	0	8.590794979	0
4763	-24	-12	0	8.836820084	0
4764	-14	-1	0.25	7.654393305	0
4765	-10	-2	0	4.917991632	0
4766	-13	-1	0	6.994142259	0
4767	-9	8	0	7.594142259	0
4768	-9	0	0	3.057740586	0
4769	-16	-1	0	9.351464435	0
4770	-3	9	0	9.165690377	0
4771	-4	10	0	8.882008368	0
4772	-4	1	0	4.240167364	0
4773	-11	-4	0	1.968200837	0
4774	-12	-7	0	2.086192469	0
4775	-15	-6	0	6.768200837	0
4776	-11	-4	1.27	3.627615063	0
4777	-13	-2	0	11.71380753	0
4778	-12	-2	0.25	7.639330544	0
4779	-16	-6	0	9.411715481	0
4780	-23	-5	0	11.95230126	0
4781	-14	0	0	10.68451883	0
4782	2	8	0	11.29707113	0
4783	-5	7	0	10.89539749	0
4784	-6	10	0	10.92803347	0
4785	0	3	1.52	1.925523013	0
4786	-10	0	0	12.16820084	0
4787	-10	6	0	7.212552301	0
4788	-10	1	0	12.08284519	0
4789	-12	6	0	12.21589958	0
4790	-1	8	0	9.492050209	0
4791	-2	6	0	9.780753138	0
4792	-3	5	0	6.39916318	0
4793	-10	6	0	13.20251046	0
4794	1	11	0.51	8.312133891	0
4795	0	4	8.89	0.858577406	0
4796	-3	1	3.3	4.862761506	0
4797	-12	1	0	14.3874477	0
4798	-15	3	0	10.65188285	0
4799	1	10	0.03	10.16485356	0
4800	-6	2	2.54	1.69958159	0
4801	-11	-5	0	10.34560669	0
4802	-13	-7	0	9.012552301	0
4803	-19	-7	0	15.47196653	0
4804	-12	-7	0	14.33472803	0
4805	-21	-11	0	12.13054393	0
4806	-14	-8	0	14.3874477	0
4807	-22	-9	0.03	17.18912134	0
4808	-20	-7	0	7.310460251	0
4809	-13	-4	1.78	4.917991632	0
4810	-9	-6	0.25	11.54811715	0
4811	-13	-5	6.6	5.841841004	0
4812	-7	-1	5.08	6.291213389	0
4813	-12	-1	5.84	8.994979079	0
4814	-18	-7	0.03	15.11297071	0
4815	-12	-1	0	14.91213389	0
4816	-11	4	0	16.45606695	0
4817	-1	6	0.03	12.7707113	0
4818	-4	1	14.48	2.470292887	0
4819	-6	-1	2.03	18.16820084	0
4820	-17	3	0	20.71631799	0
4821	-4	3	0.25	11.88451883	0
4822	-4	6	0.76	14.81924686	0
4823	-1	4	0.76	7.651882845	0
4824	-9	2	0.51	15.18577406	0
4825	-17	-6	0	18.76066946	0
4826	-14	-6	0	21.15313808	0
4827	-11	1	0	18.28368201	0
4828	-10	-2	0	21.46443515	0
4829	-16	-2	0	21.88368201	0
4830	-14	2	0	21.57991632	0
4831	-7	9	0	20.77656904	0
4832	3	9	1.02	18.67531381	0
4833	-2	8	0	19.91046025	0
4834	-7	6	0.03	14.59079498	0
4835	-5	2	0	8.5958159	0
4836	-10	-2	3.56	5.756485356	0
4837	-3	0	10.16	11.67615063	0
4838	-7	-1	0	12.85857741	0
4839	-5	1	0	16.52384937	0
4840	-11	3	0	22.11715481	0
4841	-7	7	0	20.84937238	0
4842	6	15	0	8.769037657	0
4843	3	14	0	12.92384937	0
4844	-3	11	2.29	23.50543933	0
4845	4	11	30.48	6.943933054	0
4846	3	6	25.15	3.394142259	0
4847	4	17	0	19.96820084	0
4848	4	20	1.27	18.65020921	0
4849	9	24	1.02	19.09205021	0
4850	9	31	0	20.29456067	0
4851	20	31	0.51	15.32887029	0
4852	9	28	1.78	24.12803347	0.066666667
4853	8	28	11.18	22.72468619	0.133333333
4854	2	22	0	18.29372385	0.2
4855	-1	10	0	25.22259414	0.266666667
4856	-1	9	5.84	6.30125523	0.333333333
4857	-2	5	1.02	13.09456067	0.4
4858	1	19	0	23.98493724	0.466666667
4859	5	18	0	14.58577406	0.533333333
4860	-2	6	0	25.70711297	0.6
4861	-4	10	1.27	23.10125523	0.666666667
4862	0	9	15.24	4.325523013	0.733333333
4863	1	5	3.81	8.354811715	0.8
4864	4	16	1.27	22.05439331	0.866666667
4865	-2	17	0	18.79330544	0.933333333
4866	-1	14	0	15.71799163	1
4867	-2	10	0	23.53054393	1.066666667
4868	-4	18	0	28.31297071	1.133333333
4869	0	15	0	16.29790795	1.2
4870	-2	23	10.92	20.13138075	1.266666667
4871	5	12	0	7.360669456	1.333333333
4872	1	10	3.81	10.76736402	1.4
4873	4	8	15.24	5.194142259	1.466666667
4874	3	9	0	9.672803347	1.533333333
4875	1	17	0	25.49372385	1.6
4876	4	12	2.54	5.066108787	1.666666667
4877	5	10	0	8.540585774	1.733333333
4878	1	18	1.27	19.03933054	1.8
4879	6	18	0	27.09288703	1.866666667
4880	10	25	0	17.97238494	1.933333333
4881	7	15	0	25.45104603	2
4882	0	14	0	28.66443515	2.066666667
4883	0	14	0	27.29121339	2.133333333
4884	-1	14	0	28.78995816	2.2
4885	-3	17	0	29.44769874	2.266666667
4886	0	20	0	29.83179916	2.333333333
4887	9	24	0	17.08619247	2.4
4888	8	19	0	21.47698745	2.466666667
4889	4	15	0	26.44016736	2.533333333
4890	7	18	0.25	17.85188285	2.6
4891	6	20	10.67	14.33723849	2.666666667
4892	7	27	0	25.63933054	2.733333333
4893	12	24	0.76	12.27364017	2.8
4894	10	30	0.03	28.16987448	2.866666667
4895	13	32	0	27.52970711	2.933333333
4896	14	30	0	27.34393305	3
4897	14	28	0	28.91548117	3
4898	8	21	5.08	14.13640167	3
4899	8	13	0.03	4.132217573	3
4900	6	14	2.54	5.641004184	3
4901	4	24	0	23.29958159	3
4902	10	26	7.62	27.8083682	3
4903	15	26	2.54	19.27029289	3
4904	14	24	0	9.49707113	3
4905	19	29	0	21.8209205	3
4906	18	28	13.97	13.87531381	3
4907	16	24	0	19.60669456	3
4908	13	22	1.27	22.03179916	3
4909	11	21	1.02	19.7874477	3
4910	10	25	0	22.22008368	3
4911	10	23	0.76	27.65271967	3
4912	8	25	0.76	24.5623431	3
4913	14	25	0.03	19.641841	3
4914	14	27	0	22.15732218	3
4915	20	26	26.42	9.444351464	3
4916	15	26	1.02	27.68284519	3
4917	15	20	33.02	3.391631799	3
4918	19	32	0	24.03012552	3
4919	19	28	12.7	18.46443515	3
4920	17	25	11.68	6.778242678	3
4921	19	31	7.11	22.75230126	3
4922	17	28	0	28.82259414	3
4923	15	30	0	25.47112971	3
4924	17	30	0	25.03430962	3
4925	21	33	0	27.93389121	3
4926	25	36	0	28.63682008	3
4927	23	33	0	27.86610879	3
4928	23	30	0	20.43012552	3
4929	15	30	2.29	24.92887029	3
4930	12	29	0	30.01757322	3
4931	17	28	0	25.71213389	3
4932	21	35	20.83	26.23179916	3
4933	20	31	16	19.58158996	3
4934	20	29	1.02	16.88033473	3
4935	17	31	0	26.52301255	3
4936	15	22	65.02	6.439330544	3
4937	14	25	0	25.05941423	3
4938	11	27	1.78	28.62677824	3
4939	12	28	0	21.88870293	3
4940	13	29	0	26.43514644	3
4941	16	29	0	27.47949791	3
4942	18	32	0	27.56485356	3
4943	20	34	0	27.25857741	3
4944	20	26	0	13.04686192	3
4945	16	26	0	15.65523013	3
4946	19	29	3.56	15.13807531	3
4947	21	32	22.86	21.18577406	3
4948	15	25	0	23.68619247	3
4949	9	23	0.03	26.50543933	3
4950	14	22	3.81	10.97322176	3
4951	16	27	19.05	11.48284519	3
4952	17	31	0	25.24016736	3
4953	17	28	17.78	15.83096234	3
4954	19	31	8.89	24.63012552	3
4955	17	28	0	24.30125523	3
4956	18	33	0	24.11548117	3
4957	21	32	2.54	19.12719665	3
4958	15	26	0	22.45606695	3
4959	11	25	0	28.03430962	3
4960	13	20	22.35	7.915481172	3
4961	18	25	1.27	10.27280335	3
4962	16	26	0	21.59246862	3
4963	13	22	0	19.72970711	3
4964	15	26	0	22.08953975	3
4965	17	28	0.03	23.42008368	3
4966	17	29	0.51	21.09539749	3
4967	19	26	1.78	22.73221757	3
4968	16	32	0.03	25.20753138	3
4969	16	24	4.83	13.07949791	3
4970	12	24	10.16	18.04518828	3
4971	11	28	37.08	25.16485356	3
4972	16	25	0	15.66276151	3
4973	11	26	0	20.558159	3
4974	10	21	0	19.36569038	2.983333333
4975	6	22	0	26.01589958	2.966666667
4976	8	24	0	25.20502092	2.95
4977	10	25	10.16	23.68619247	2.933333333
4978	17	26	37.08	7.041841004	2.916666667
4979	16	24	0	7.707112971	2.9
4980	15	25	0	8.19916318	2.883333333
4981	14	28	0	20.70376569	2.866666667
4982	13	28	0	22.52635983	2.85
4983	12	28	0	22.53640167	2.833333333
4984	15	27	0	20.02594142	2.816666667
4985	15	28	1.27	15.41924686	2.8
4986	18	25	0	13.00167364	2.783333333
4987	16	26	0	18.71046025	2.766666667
4988	18	28	0	20.51297071	2.75
4989	18	30	33.02	17.96485356	2.733333333
4990	14	27	0	16.57154812	2.716666667
4991	10	27	0	23.01338912	2.7
4992	11	29	0.03	22.01924686	2.683333333
4993	17	27	1.27	15.70543933	2.666666667
4994	17	29	30.48	17.91966527	2.65
4995	21	33	0	20.21171548	2.633333333
4996	19	32	0	20.34476987	2.616666667
4997	21	30	0	20.73389121	2.6
4998	12	23	30.23	20.68870293	2.583333333
4999	9	25	0.03	17.7539749	2.566666667
5000	11	27	0.03	19.09707113	2.55
5001	14	20	0.03	6.853556485	2.533333333
5002	9	21	10.67	8.151464435	2.516666667
5003	4	20	0	20.92468619	2.5
